Ticker,Name,Size,Sector,Industry
NTAP,NetApp Inc,Mid,Information Technology,Peripherals
PSTG,Pure Storage Inc,Small,Information Technology,Peripherals
SNDK,SanDisk Corp,Mid,Information Technology,Peripherals
STX,Seagate Technology PLC,Mid,Information Technology,Peripherals
SSYS,Stratasys Ltd,Small,Information Technology,Peripherals
SMCI,Super Micro Computer Inc,Small,Information Technology,Peripherals
WDC,Western Digital Corp,Mid,Information Technology,Peripherals
T,AT&T Inc,Large,Telecommunication Services,Diversified Telecom
ATNI,Atlantic Tele-Network Inc,Small,Telecommunication Services,Diversified Telecom
BCE,Bce Inc,Large,Telecommunication Services,Diversified Telecom
CTL,CenturyLink Inc,Mid,Telecommunication Services,Diversified Telecom
CCOI,Cogent Communications Holdings Inc,Small,Telecommunication Services,Diversified Telecom
CNSL,Consolidated Communications Holdings Inc,Small,Telecommunication Services,Diversified Telecom
FTR,Frontier Communications Corp,Mid,Telecommunication Services,Diversified Telecom
GSAT,Globalstar Inc,Small,Telecommunication Services,Diversified Telecom
LVLT,Level 3 Communications Inc,Large,Telecommunication Services,Diversified Telecom
SBAC,SBA Communications Corp,Mid,Telecommunication Services,Diversified Telecom
TU,Telus Corp,Large,Telecommunication Services,Diversified Telecom
VZ,Verizon Communications Inc,Large,Telecommunication Services,Diversified Telecom
ZAYO,Zayo Group Holdings Inc,Mid,Telecommunication Services,Diversified Telecom
MIICF,Millicom International Cellular SA,Mid,Telecommunication Services,Wireless Telecom
RCI,Rogers Communications Inc,Mid,Telecommunication Services,Wireless Telecom
SHEN,Shenandoah Telecommunications Co,Small,Telecommunication Services,Wireless Telecom
S,Sprint Corp,Mid,Telecommunication Services,Wireless Telecom
TMUS,T-Mobile US Inc,Large,Telecommunication Services,Wireless Telecom
TDS,Telephone and Data Systems Inc,Small,Telecommunication Services,Wireless Telecom
USM,United States Cellular Corp,Mid,Telecommunication Services,Wireless Telecom
ALE,ALLETE Inc,Small,Utilities,Electric Utilities
AEP,American Electric Power Company Inc,Large,Utilities,Electric Utilities
AGR,Avangrid Inc,Mid,Utilities,Electric Utilities
BIP,Brookfield Infrastructure Partners LP,Mid,Utilities,Electric Utilities
CNL,Cleco Corp,Small,Utilities,Electric Utilities
DUK,Duke Energy Corp,Large,Utilities,Electric Utilities
EIX,Edison International,Large,Utilities,Electric Utilities
EE,El Paso Electric Co,Small,Utilities,Electric Utilities
EDE,Empire District Electric Co,Small,Utilities,Electric Utilities
ETR,Entergy Corp,Mid,Utilities,Electric Utilities
ES,Eversource Energy,Large,Utilities,Electric Utilities
EXC,Exelon Corp,Large,Utilities,Electric Utilities
FE,FirstEnergy Corp,Mid,Utilities,Electric Utilities
GXP,Great Plains Energy Inc,Mid,Utilities,Electric Utilities
HE,Hawaiian Electric Industries Inc,Small,Utilities,Electric Utilities
IDA,Idacorp Inc,Mid,Utilities,Electric Utilities
ITC,ITC Holdings Corp,Mid,Utilities,Electric Utilities
MGEE,MGE Energy Inc,Small,Utilities,Electric Utilities
NEE,NextEra Energy Inc,Large,Utilities,Electric Utilities
OGE,OGE Energy Corp,Mid,Utilities,Electric Utilities
OTTR,Otter Tail Corp,Small,Utilities,Electric Utilities
PCG,PG&E Corp,Large,Utilities,Electric Utilities
PNW,Pinnacle West Capital Corp,Mid,Utilities,Electric Utilities
PNM,PNM Resources Inc,Small,Utilities,Electric Utilities
POR,Portland General Electric Co,Small,Utilities,Electric Utilities
PPL,PPL Corp,Large,Utilities,Electric Utilities
SO,Southern Co,Large,Utilities,Electric Utilities
WR,Westar Energy Inc,Mid,Utilities,Electric Utilities
XEL,Xcel Energy Inc,Large,Utilities,Electric Utilities
GAS,AGL Resources Inc,Mid,Utilities,Gas Utilities
APU,Amerigas Partners LP,Mid,Utilities,Gas Utilities
ATO,Atmos Energy Corp,Mid,Utilities,Gas Utilities
FGP,Ferrellgas Partners LP,Small,Utilities,Gas Utilities
LG,Laclede Group Inc,Small,Utilities,Gas Utilities
NFG,National Fuel Gas Co,Mid,Utilities,Gas Utilities
NJR,New Jersey Resources Corp,Small,Utilities,Gas Utilities
NWN,Northwest Natural Gas Co,Small,Utilities,Gas Utilities
OGS,ONE Gas Inc,Small,Utilities,Gas Utilities
PNY,Piedmont Natural Gas Company Inc,Mid,Utilities,Gas Utilities
STR,Questar Corp,Mid,Utilities,Gas Utilities
SJI,South Jersey Industries Inc,Small,Utilities,Gas Utilities
SWX,Southwest Gas Corp,Small,Utilities,Gas Utilities
SPH,Suburban Propane Partners LP,Small,Utilities,Gas Utilities
UGI,UGI Corp,Mid,Utilities,Gas Utilities
WGL,WGL Holdings Inc,Mid,Utilities,Gas Utilities
CAFD,8Point3 Energy Partners LP,Small,Utilities,Renewables
ABY,Abengoa Yield PLC,Small,Utilities,Renewables
AES,AES Corp,Mid,Utilities,Renewables
CPN,Calpine Corp,Mid,Utilities,Renewables
DYN,Dynegy Inc,Small,Utilities,Renewables
NRG,NRG Energy Inc,Mid,Utilities,Renewables
ORA,Ormat Technologies Inc,Small,Utilities,Renewables
PEGI,Pattern Energy Group Inc,Small,Utilities,Renewables
TLN,Talen Energy Corp,Small,Utilities,Renewables
TERP,TerraForm Power Inc,Small,Utilities,Renewables
TAC,TransAlta Corp,Small,Utilities,Renewables
LNT,Alliant Energy Corp,Mid,Utilities,Multi-Utilities
AEE,Ameren Corp,Mid,Utilities,Multi-Utilities
AVA,Avista Corp,Small,Utilities,Multi-Utilities
BKH,Black Hills Corp,Small,Utilities,Multi-Utilities
CNP,CenterPoint Energy Inc,Mid,Utilities,Multi-Utilities
CMS,CMS Energy Corp,Mid,Utilities,Multi-Utilities
ED,Consolidated Edison Inc,Large,Utilities,Multi-Utilities
D,Dominion Resources Inc,Large,Utilities,Multi-Utilities
DTE,DTE Energy Co,Mid,Utilities,Multi-Utilities
MDU,MDU Resources Group Inc,Mid,Utilities,Multi-Utilities
NI,NiSource Inc,Mid,Utilities,Multi-Utilities
NWE,NorthWestern Corp,Small,Utilities,Multi-Utilities
PEG,Public Service Enterprise Group Inc,Large,Utilities,Multi-Utilities
SCG,SCANA Corp,Mid,Utilities,Multi-Utilities
SRE,Sempra Energy,Large,Utilities,Multi-Utilities
TE,TECO Energy Inc,Mid,Utilities,Multi-Utilities
VVC,Vectren Corp,Mid,Utilities,Multi-Utilities
WEC,WEC Energy Group Inc,Large,Utilities,Multi-Utilities
AWR,American States Water Co,Small,Utilities,Water Utilities
AWK,American Water Works Company Inc,Mid,Utilities,Water Utilities
WTR,Aqua America Inc,Mid,Utilities,Water Utilities
CWT,California Water Service Group,Small,Utilities,Water Utilities
